Nama Citra,Luas I,Keliling I,Solidity I,Granularity I,Circularity I,Rerata R I,Rerata G I,Rerata B I,Entropi I,Energi I,Kontras I,Homogenitas I,Luas P,Keliling P,Solidity P,Granularity P,Circularity P,Rerata R P,Rerata G P,Rerata B P,Entropi P,Energi P,Kontras P,Homogenitas P,Luas Normal I P,Keliling Normal I,Eccentricity,LI per LP ,KI per KP,Jenis
1_g_147_1,15038,2301,0.302332,94.950813,0.035692,55.89352,0.608282,28.28083,0.913173,0.542606,48.328941,0.864244,34968,4617,0.3061,109.524055,0.020614,82.494133,40.678257,67.6399,1.609773,0.391148,462.46814,0.725212,0.257853,2.381988,0.579827,0.43005,0.498376,0
1_g_167,26394,3546,0.279639,104.000237,0.026378,67.097679,3.347697,44.555168,1.120043,0.490141,161.544373,0.826348,61739,4650,0.310857,114.558708,0.035881,92.195084,58.624535,81.372208,1.632776,0.351865,706.781677,0.712918,0.294346,2.959933,0.325361,0.427509,0.762581,0
1_g_168,28276,3087,0.293825,99.973587,0.037287,60.531044,2.849198,43.079456,0.990593,0.529464,110.163651,0.858704,73720,3972,0.319932,115.228149,0.058719,100.28215,64.31044,89.936623,1.673436,0.313353,469.678497,0.711341,0.26862,2.374615,0.245435,0.383559,0.77719,0
1_g_183,14022,1962,0.2638,97.482498,0.045774,65.612366,0.546457,29.681017,0.999552,0.464516,40.748913,0.855781,29914,2517,0.316289,103.810287,0.059336,77.142761,26.65312,56.543495,1.55477,0.397879,358.854675,0.727449,0.312433,2.313679,0.483087,0.468744,0.779499,0
1_g_184,12610,1845,0.281819,87.137337,0.046551,48.934246,0.428133,19.447584,0.783769,0.569435,25.406368,0.893207,30285,3822,0.313841,101.387848,0.026053,73.607628,27.076797,55.14814,1.511052,0.412964,384.470001,0.744239,0.240479,2.014192,0.171508,0.416378,0.482732,0
1_g_200,20377,3090,0.312895,97.256523,0.026818,59.307713,0.47895,32.164215,0.934214,0.522951,46.070217,0.870233,50658,3522,0.324027,111.184471,0.051319,91.283821,44.305523,74.409058,1.776958,0.34256,439.712433,0.693831,0.27165,2.819343,0.444404,0.402246,0.877342,0
1_g_13_1,16772,1296,0.325569,98.870926,0.125483,108.918549,4.043911,53.057079,1.719178,0.19638,150.534775,0.725607,22035,1542,0.325764,85.415474,0.116454,38.928566,27.380682,33.851189,0.807479,0.665695,640.139221,0.862812,0.550841,1.856734,0.736535,0.761153,0.840467,1
1_g_14,20391,1560,0.307501,102.934944,0.105293,104.586899,3.960125,55.3396,1.664629,0.234612,141.776596,0.726515,28565,1884,0.329242,91.621819,0.101131,46.268074,30.532749,38.870525,0.943696,0.616051,656.902893,0.844654,0.509775,1.95,0.442412,0.713846,0.828025,1
1_g_20,28181,1665,0.329602,103.180939,0.127743,80.41011,2.552135,48.894371,1.24337,0.382177,97.166931,0.823103,50240,2682,0.322697,107.923317,0.087769,69.8797,52.607979,64.121429,1.14713,0.484728,486.114899,0.816171,0.378665,1.521938,0.887411,0.560928,0.620805,1
1_g_23,22640,1515,0.326724,102.554832,0.123954,81.87339,2.480588,48.469051,1.296157,0.367004,98.6474,0.803238,36632,2415,0.322871,101.159729,0.078929,56.942791,41.790878,50.297718,1.001882,0.562945,552.839722,0.839745,0.390473,1.571577,0.554895,0.618039,0.627329,1
1_g_24,22947,1560,0.326434,101.710777,0.118491,93.021591,4.156713,51.21978,1.552871,0.289834,113.717384,0.761273,32779,2373,0.311727,91.956215,0.073149,45.451694,33.662369,41.115437,0.850867,0.630748,513.665833,0.869107,0.457112,1.72949,0.762949,0.700052,0.657396,1
1_g_33,16466,1293,0.324389,99.884575,0.123766,119.921173,6.170274,60.886616,1.874529,0.159516,177.717499,0.699147,19879,1479,0.326131,75.909882,0.114201,28.15707,19.59347,24.294409,0.625064,0.748325,725.90033,0.886025,0.594012,1.941441,0.736589,0.828311,0.874239,1
1_g_46,18882,1377,0.324249,98.890793,0.125138,111.931396,3.816608,55.424984,1.723773,0.18575,122.816559,0.726769,23439,2040,0.318768,79.256973,0.070776,31.402386,22.531462,27.336174,0.66317,0.72729,673.603699,0.892402,0.564434,1.881148,0.54503,0.80558,0.675,1
1_g_49,21549,1539,0.321014,104.769058,0.11433,90.504303,3.371424,49.731873,1.390348,0.321854,123.273605,0.785753,27035,2067,0.323323,73.659813,0.079516,25.641459,17.364407,20.945528,0.559043,0.77807,589.791016,0.906484,0.428401,1.71,0.840939,0.797078,0.744557,1
1_g_50,21952,1479,0.329076,108.467079,0.126109,106.340248,6.070732,67.212578,1.715929,0.253212,135.359985,0.707125,30141,2439,0.319114,92.529533,0.063671,43.73901,33.979362,39.475716,0.79865,0.649739,754.38031,0.874788,0.49136,1.748227,0.682863,0.72831,0.606396,1
1_g_54,27384,1779,0.319083,104.725868,0.108731,80.817261,4.273555,55.75132,1.324323,0.386754,97.365715,0.800219,48361,5814,0.309834,109.8172,0.017979,69.262428,59.078735,65.850174,1.0475,0.491149,1096.208008,0.847241,0.374252,1.644177,0.464501,0.566241,0.305986,1
1_g_55,23329,1521,0.328088,104.57917,0.126721,106.820511,2.837395,61.360138,1.57028,0.2338,121.852303,0.765514,36068,3369,0.311888,106.883888,0.039933,66.153999,47.778408,57.021118,1.234552,0.502157,891.758911,0.798801,0.51214,1.78103,0.719126,0.646806,0.451469,1
1_g_70,23712,1551,0.328539,105.946999,0.123867,92.233009,2.260881,50.429424,1.372433,0.317533,101.462685,0.798659,32207,2229,0.308771,85.418976,0.081459,36.442348,24.977581,31.779016,0.722689,0.699895,528.401855,0.88101,0.432196,1.65,0.624889,0.736237,0.695828,1
1_g_82,23310,1536,0.327668,107.691025,0.124157,99.453636,1.972509,58.221176,1.419602,0.285521,112.898643,0.788746,29896,2526,0.302714,80.095863,0.058878,30.877842,21.508005,27.594933,0.632509,0.7383,698.675232,0.891978,0.461356,1.706667,0.724341,0.779703,0.608076,1
1_g_86_2,13442,1149,0.328784,104.491196,0.127948,108.056786,4.960548,52.972824,1.720043,0.224435,134.534409,0.704498,16233,1287,0.326593,72.183533,0.123155,24.9492,16.2188,20.056013,0.564668,0.774868,700.487305,0.89711,0.518896,1.784161,0.724503,0.828066,0.892774,1
1_g_91,16600,1299,0.321612,100.309433,0.123623,108.718201,2.429812,49.188663,1.634949,0.203611,119.820061,0.747625,20419,1485,0.328665,75.546928,0.116357,28.507158,18.542309,23.199213,0.629809,0.746669,605.97113,0.889473,0.543817,1.855714,0.762929,0.812968,0.874747,1
1_g_103_1,26759,1737,0.326991,105.170151,0.11145,99.6511,4.293369,63.253227,1.579091,0.271314,115.369339,0.754677,35703,2688,0.318814,85.29985,0.062095,36.92408,26.052961,31.996595,0.733639,0.692784,574.246216,0.881372,0.47445,1.828421,0.770375,0.749489,0.646205,1
1_g_106,32663,1974,0.327458,110.858887,0.105335,109.855629,4.089056,75.545113,1.651906,0.249238,123.639503,0.739427,46289,3882,0.3235,97.768959,0.038599,49.527802,38.661896,46.233456,0.904855,0.612103,839.264526,0.852578,0.496474,1.923977,0.799383,0.705632,0.508501,1
1_g_107,25470,1620,0.326363,97.217743,0.121958,60.067966,2.666649,40.024651,1.000095,0.518909,67.738327,0.860502,42976,3933,0.311217,95.840645,0.034913,46.327164,38.043858,43.407852,0.772397,0.643813,580.319946,0.887635,0.277059,1.334432,0.469638,0.592656,0.411899,1
1_g_108,33094,1959,0.328362,112.440361,0.108365,111.1884,4.503697,78.777267,1.669176,0.25039,123.698883,0.736428,46016,3468,0.32386,96.403786,0.04808,47.079704,36.613396,43.88879,0.84547,0.635481,737.636536,0.863693,0.495345,1.894584,0.81619,0.719185,0.564879,1
1_g_117,15287,1260,0.324276,103.91124,0.121002,102.388817,16.486639,58.323338,1.802294,0.24829,128.149963,0.651749,21312,1515,0.326666,92.309631,0.116683,45.07143,29.772484,37.300594,0.908687,0.629902,644.179749,0.842068,0.494533,1.789773,0.668245,0.717295,0.831683,1
1_g_117_1,16984,1518,0.317055,102.880417,0.09262,90.443092,2.244557,49.454586,1.452581,0.309095,94.573265,0.777169,25984,2649,0.323498,100.111519,0.046532,55.353321,28.40403,42.81937,1.106083,0.564538,646.084473,0.813366,0.43763,1.926396,0.638281,0.653633,0.573046,1
1_g_125,21568,1506,0.322942,107.998398,0.119501,99.432259,1.304758,54.511951,1.41652,0.287361,60.617569,0.78869,30796,2160,0.320181,95.569557,0.082946,47.162754,33.656944,41.775917,0.886945,0.630863,561.073669,0.858142,0.459941,1.735023,0.61316,0.700351,0.697222,1
1_g_131,26985,1995,0.327162,109.352371,0.085201,90.012367,2.017079,61.124832,1.324378,0.34932,84.132294,0.802179,42733,3921,0.313489,103.21328,0.034928,57.212639,43.060326,52.208504,1.004105,0.566639,810.822754,0.837959,0.404633,1.9294,0.808092,0.631479,0.508799,1
1_g_149,23578,1527,0.32865,104.152786,0.127069,84.751343,0.925161,45.836853,1.233728,0.356761,51.082462,0.819857,41409,2487,0.325006,109.968987,0.08413,72.191483,50.018311,62.711262,1.270519,0.474908,584.255676,0.796935,0.399404,1.570988,0.662549,0.569393,0.613993,1
1_g_151,26302,2175,0.314817,108.279655,0.069868,87.918648,1.332652,53.371094,1.334018,0.356555,77.758957,0.79561,38763,3666,0.31754,95.146057,0.036245,45.704231,33.871162,41.390354,0.834279,0.641521,748.003113,0.867431,0.398244,2.115759,0.747033,0.678534,0.59329,1
1_g_157,28775,1863,0.325892,100.939194,0.104184,67.927368,1.756975,46.898438,1.069981,0.468751,56.776913,0.845966,55188,5649,0.305846,110.823547,0.021733,70.11721,57.115841,64.715073,1.083184,0.495424,773.615723,0.847086,0.312398,1.534596,0.775602,0.5214,0.329793,1
1_g_165,25178,1665,0.31698,106.480797,0.114131,100.460815,1.306327,60.32663,1.447205,0.274359,74.211937,0.780125,35725,2160,0.324381,94.626862,0.096222,46.834774,31.994789,40.526665,0.933633,0.628886,583.41864,0.846181,0.471984,1.801948,0.700789,0.704773,0.770833,1
1_g_165_1,20714,1542,0.328184,109.232063,0.109473,95.103546,2.76579,62.025555,1.439793,0.316984,80.509453,0.771906,31201,2286,0.322741,100.327568,0.075028,53.034897,38.102211,47.377033,0.986903,0.594051,721.471375,0.842927,0.432082,1.756264,0.74043,0.663889,0.674541,1
1_g_166,31050,2967,0.313039,110.681824,0.044324,105.676048,3.799105,77.225014,1.573614,0.266455,136.698883,0.752682,45889,2718,0.324791,101.541267,0.078058,55.037533,39.376717,51.187344,0.998961,0.578444,677.12738,0.841335,0.477626,2.908823,0.666718,0.676633,1.091612,1
1_g_169,30530,2409,0.304072,111.19767,0.066109,112.961594,5.503809,78.076332,1.753596,0.235232,157.354019,0.713859,40601,3372,0.322238,90.468918,0.044872,40.448116,30.605577,37.613846,0.773798,0.674033,835.754333,0.878368,0.508927,2.458163,0.413324,0.751952,0.714413,1
1_g_172_1,25302,1626,0.324597,105.944733,0.120261,90.508514,2.687544,54.497456,1.441168,0.327614,96.044334,0.783222,36487,3912,0.299653,93.749794,0.029961,44.691257,35.366405,40.67968,0.815897,0.64205,870.108826,0.875278,0.423266,1.662577,0.519198,0.693452,0.415644,1
1_g_175,19316,1449,0.322514,104.469353,0.115609,92.340233,3.374271,50.740475,1.445728,0.307801,101.819618,0.781516,29716,2160,0.32548,100.519402,0.080037,55.769936,40.135185,48.221565,1.004082,0.567913,569.230652,0.840636,0.44012,1.729117,0.612602,0.65002,0.670833,1
1_g_178,18117,1350,0.32698,102.851097,0.124919,98.134422,2.577773,53.321243,1.491905,0.266431,117.253868,0.779853,27769,1848,0.326226,103.793945,0.10218,60.314846,44.623455,53.074074,1.06672,0.539546,637.687195,0.826368,0.478931,1.735219,0.648425,0.652418,0.730519,1
1_g_194,15789,1251,0.32822,103.332001,0.12678,97.656189,3.298769,44.381683,1.476843,0.271019,103.528114,0.773501,22682,1779,0.326299,96.382637,0.090062,49.09922,33.295826,39.885136,0.950099,0.610713,681.116821,0.841341,0.474144,1.713699,0.663005,0.696103,0.703204,1
1_g_195,18921,1416,0.318712,105.865311,0.118584,100.550072,2.416541,51.807419,1.493929,0.269191,87.855164,0.767312,25089,2292,0.321765,86.694756,0.060016,37.034496,27.500931,33.016808,0.715177,0.694905,682.36853,0.887094,0.476072,1.77,0.648884,0.754155,0.617801,1
1_g_199,25140,1596,0.329015,105.576935,0.124025,84.996788,2.353907,52.011436,1.298636,0.362587,81.493774,0.811234,40749,2808,0.321697,104.293922,0.064943,59.188614,45.76091,53.149166,0.994929,0.557761,573.059692,0.852561,0.394328,1.580198,0.546669,0.616948,0.568376,1
1_g_16,37136,2718,0.295645,99.993774,0.063169,79.552635,3.990685,53.766541,1.372674,0.369138,96.218811,0.789312,68588,3675,0.322983,107.490982,0.063818,74.851463,46.994286,69.704712,1.336185,0.439492,436.671356,0.783031,0.388655,2.195477,0.271982,0.541436,0.739592,2
1_g_45,28151,2454,0.270618,109.435493,0.058743,102.942139,2.967608,59.923367,1.59164,0.274246,152.976608,0.742774,42016,3183,0.324423,101.853409,0.052114,56.622707,40.681293,52.884991,1.023324,0.566196,607.746704,0.835643,0.470524,2.504082,0.798786,0.670007,0.770971,2
1_g_53_1,43173,3822,0.299775,100.383003,0.03714,63.175255,3.519273,48.469372,1.081902,0.507408,105.885513,0.833849,105229,8679,0.307326,118.696899,0.017555,98.394485,80.221817,94.241707,1.378899,0.3387,755.904907,0.797144,0.284182,2.443734,0.435263,0.410277,0.440373,2
1_g_74,41536,2589,0.309082,104.323547,0.07787,73.500618,1.899634,50.409283,1.142581,0.44221,82.849915,0.834784,89109,4500,0.324485,117.250969,0.055298,91.678993,72.267494,86.741463,1.331707,0.375082,521.594543,0.796766,0.332309,1.82839,0.380676,0.466126,0.575333,2
1_g_153,39071,2007,0.327154,102.995735,0.12189,74.604729,2.592068,53.631783,1.203037,0.425892,71.42218,0.827019,77140,3171,0.325778,113.692055,0.096404,80.713501,59.906425,75.499702,1.251395,0.433147,394.837128,0.804491,0.344806,1.488872,0.495288,0.506495,0.632923,2
1_g_2,22356,2535,0.257161,90.37307,0.043717,51.050888,2.426381,30.693947,0.903377,0.567631,108.449005,0.869729,59574,9153,0.30344,116.322701,0.008936,95.557175,81.694969,92.015923,1.438907,0.337369,1200.094727,0.772064,0.242784,2.088138,0.236712,0.375264,0.276958,3
1_g_4,21622,2544,0.275058,56.452534,0.041983,33.110168,7.358111,18.351799,1.018449,0.544222,58.850178,0.833589,58025,8184,0.301902,104.427574,0.010887,90.381165,81.54821,87.202736,1.675261,0.303772,947.164063,0.730237,0.258025,2.196891,0.295056,0.372632,0.31085,3
1_g_10,25722,3672,0.290093,96.524384,0.023972,60.475765,5.713748,30.38125,1.1163,0.506386,202.773376,0.831265,68197,9714,0.304392,116.633331,0.009082,108.29628,94.828285,105.364014,1.695106,0.266149,1295.165405,0.727311,0.282821,3.039735,0.198233,0.377172,0.378011,3
1_g_12,23662,2934,0.260937,98.890732,0.034541,70.424934,5.383389,34.597778,1.245478,0.43201,185.211594,0.810919,48563,6996,0.292402,111.269836,0.012469,81.479897,71.604301,79.290314,1.343368,0.397119,1177.844971,0.799274,0.337566,2.691743,0.232829,0.487243,0.419383,3
1_g_13,18474,2601,0.239248,96.118492,0.034315,61.723213,4.148528,29.057903,1.092641,0.493104,181.79248,0.833263,46045,4632,0.315855,116.959991,0.026968,101.892387,86.220009,99.035255,1.626106,0.302747,1039.962769,0.735515,0.292746,2.575248,0.464431,0.401216,0.561529,3
1_g_14_1,24726,3249,0.255899,96.074661,0.029435,66.325615,6.358098,40.779236,1.273122,0.448398,217.531219,0.79962,54288,6231,0.30741,113.396049,0.017571,89.658073,72.695061,85.777138,1.499206,0.355531,1101.301514,0.762434,0.324607,2.942935,0.555461,0.45546,0.521425,3
1_g_15,19580,2931,0.294977,92.994186,0.028641,59.595131,3.317264,30.260708,1.108339,0.492044,165.597717,0.831591,50947,4605,0.320772,116.166924,0.03019,107.723999,75.06604,102.234749,1.87036,0.270015,818.948303,0.686185,0.292413,2.786122,0.412421,0.384321,0.636482,3
1_g_15_1,18395,2241,0.266513,88.081558,0.046028,49.824501,2.549391,25.404932,0.934608,0.565604,108.476715,0.858655,53887,5478,0.311808,117.233261,0.022566,109.512833,84.236809,104.056252,1.843775,0.268908,899.283142,0.692926,0.243478,2.029891,0.27357,0.341362,0.409091,3
1_g_17,24046,3027,0.24658,95.650261,0.032978,62.175732,2.972561,30.355354,1.083198,0.485769,108.425789,0.839623,58855,8277,0.304425,116.380714,0.010796,100.345398,88.149147,96.948647,1.533505,0.305972,1279.478027,0.763298,0.298145,2.664613,0.945611,0.408563,0.365712,3
1_g_18,21589,2106,0.297222,86.940956,0.061168,46.916527,1.776879,27.141966,0.860515,0.59305,86.351051,0.873233,74886,6081,0.32175,118.141487,0.025448,132.311325,112.282494,127.77771,1.884704,0.187173,770.089417,0.69969,0.226276,1.701131,0.439801,0.288292,0.346325,3
1_g_19,18354,2562,0.287595,91.34642,0.035138,50.385773,2.999566,24.076433,0.904564,0.579695,99.762161,0.864282,55160,8535,0.297081,119.406242,0.009515,111.437447,95.484505,106.965485,1.676932,0.263586,1406.670288,0.733749,0.234119,2.2875,0.270409,0.332741,0.300176,3
1_g_19_1,21199,2718,0.22621,86.272659,0.03606,44.152256,3.112798,24.261053,0.845197,0.620436,98.454521,0.86814,68809,9003,0.295926,119.5476,0.010668,111.286484,98.485863,107.74807,1.52745,0.27038,1125.790649,0.771566,0.20833,2.130094,0.257596,0.308085,0.301899,3
1_g_22,22632,2508,0.256285,97.720642,0.045215,67.807732,3.09241,35.153286,1.156288,0.44913,87.981453,0.830822,54589,6249,0.312073,116.721764,0.017567,106.340744,90.548309,102.644882,1.620264,0.281216,745.65332,0.755498,0.32602,2.322222,0.395998,0.414589,0.401344,3
1_g_23_1,19013,2244,0.274881,94.499817,0.047448,61.058693,2.886807,32.093525,1.09612,0.490216,100.895233,0.834064,44334,5316,0.306566,115.017975,0.019714,91.574913,76.980049,88.479355,1.465721,0.352889,942.703857,0.776386,0.29538,2.182879,0.78523,0.428858,0.422122,3
1_g_24_1,17110,2058,0.271355,89.472809,0.050766,51.600903,2.770006,23.109051,0.943522,0.555662,88.566444,0.858427,50803,4905,0.319178,117.436485,0.026535,114.552139,96.494911,110.67234,1.711981,0.246499,749.135742,0.734668,0.250315,1.96,0.375916,0.336791,0.419572,3
1_g_25,18078,1911,0.28054,90.579918,0.062207,56.228172,2.646963,26.581381,1.017088,0.513687,83.677132,0.849252,44128,4587,0.317422,114.629921,0.026355,92.891197,74.75399,88.800102,1.560983,0.34296,837.87323,0.74867,0.279162,1.87721,0.598068,0.409672,0.416612,3
1_g_26,19622,2259,0.269774,97.702957,0.048319,70.730659,3.752642,33.79599,1.226328,0.422119,113.791901,0.812713,41595,3603,0.317764,113.000107,0.040265,88.385963,72.415581,85.345345,1.494379,0.36345,767.497559,0.767064,0.345063,2.362971,0.48367,0.471739,0.626978,3
1_g_28,18504,2448,0.270716,100.643311,0.038802,91.473167,5.54793,39.027447,1.552525,0.289783,180.86261,0.750807,29604,2421,0.320639,101.751152,0.06347,61.205994,44.428719,59.215538,1.233875,0.507885,701.993225,0.793471,0.453885,3.029703,0.827429,0.625051,1.011152,3
1_g_29,17218,2319,0.271312,101.165512,0.040234,86.259468,4.554626,36.818806,1.457955,0.324654,170.133743,0.761818,27506,3069,0.315747,99.655128,0.036698,56.987759,42.718651,54.321087,1.1592,0.533569,912.541809,0.801123,0.422341,2.870049,0.63491,0.625973,0.755621,3
1_g_30,15628,2181,0.276489,98.462372,0.041286,86.96698,4.743711,39.698956,1.536296,0.303587,177.282928,0.743329,27078,3306,0.309863,106.491409,0.031133,72.440414,55.479809,68.924759,1.380179,0.438444,1029.209717,0.777988,0.440722,2.892573,0.64702,0.577147,0.65971,3
1_g_31,19978,2406,0.275156,92.125259,0.043368,62.578316,1.615939,28.992552,1.099887,0.459632,86.831329,0.840633,41557,3291,0.320745,107.628052,0.048217,76.764259,49.702606,72.258018,1.446665,0.41889,555.892517,0.758377,0.317292,2.363458,0.257794,0.480737,0.731085,3
1_g_34,21014,2466,0.272184,92.179405,0.043424,52.395596,1.211224,26.699284,0.886065,0.564423,65.040146,0.875934,62330,8466,0.303415,120.835594,0.010928,115.884323,101.14579,111.748032,1.670017,0.255819,1129.140625,0.73904,0.245027,2.100511,0.463616,0.337141,0.291283,3
1_g_37_1,20465,2979,0.20472,92.179092,0.028979,48.391544,1.73063,24.913774,0.820006,0.606826,80.632973,0.875,70944,13425,0.289768,121.638512,0.004946,129.383606,114.072876,123.788383,1.761806,0.200359,1878.254517,0.729343,0.216437,2.421951,0.777262,0.288467,0.221899,3
1_g_38,17553,2190,0.269234,86.686554,0.045991,47.085831,2.164578,24.393312,0.862852,0.588927,67.78788,0.872275,60685,7836,0.306587,118.176857,0.012419,132.925064,113.53727,126.829689,1.848844,0.18161,1101.153076,0.711168,0.228656,1.972973,0.443025,0.289248,0.279479,3
1_g_39,19299,3075,0.210904,88.369202,0.025648,46.238667,2.338099,23.439995,0.843808,0.607994,84.347733,0.87063,60103,8325,0.299033,118.829628,0.010898,107.538811,89.094673,102.894218,1.6779,0.279613,1087.49939,0.733518,0.215367,2.566778,0.47928,0.321099,0.369369,3
1_g_40,20017,2292,0.250566,88.072144,0.047883,47.542061,1.189037,25.388813,0.823279,0.592909,60.716076,0.8873,62760,7044,0.314516,119.858932,0.015895,115.444885,97.84536,110.558945,1.647549,0.255758,907.285461,0.74505,0.226503,1.92605,0.339132,0.318945,0.325383,3
1_g_41,21640,2823,0.239232,94.783157,0.034123,55.187195,2.689207,31.724356,0.96737,0.550503,76.563721,0.854722,56003,11460,0.272963,118.396591,0.005359,96.854851,84.820259,92.505814,1.433975,0.335491,1569.381348,0.786503,0.253958,2.40051,0.293307,0.386408,0.246335,3
1_g_42,20027,2847,0.279726,93.753471,0.031049,54.168213,1.793798,27.846821,0.920627,0.554079,78.043831,0.862618,54323,8241,0.305038,118.85041,0.010052,102.845001,88.662247,98.570122,1.513698,0.306926,1143.178711,0.771918,0.250918,2.506162,0.436299,0.368665,0.345468,3
1_g_43,17156,2505,0.23061,96.007767,0.034357,57.544147,1.820408,29.815235,0.9726,0.532217,99.702644,0.848995,44965,4290,0.31567,119.318359,0.030702,102.580803,84.868874,99.340347,1.625417,0.310559,917.027893,0.735688,0.26488,2.455882,0.784841,0.381541,0.583916,3
1_g_44,13951,1890,0.261549,95.557983,0.049079,61.645401,3.056139,31.645105,1.088175,0.489452,86.038002,0.83158,32139,3498,0.316971,117.520424,0.033007,92.348801,74.912895,88.487099,1.417549,0.363283,845.508118,0.79016,0.295097,2.172414,0.183901,0.434083,0.540309,3
1_g_45_1,16268,2421,0.263479,97.431816,0.034878,69.094994,3.162264,34.231709,1.24753,0.430475,133.146408,0.796849,30961,5082,0.293709,109.134514,0.015065,71.035362,57.893188,69.509239,1.262692,0.457652,1144.668823,0.799627,0.336227,2.751136,0.194246,0.525435,0.476387,3
1_g_46_1,15425,2181,0.287581,95.652397,0.04075,63.794571,2.176262,28.047756,1.106045,0.468566,102.400223,0.825148,37165,4587,0.314026,116.574905,0.022197,102.090408,77.504265,97.073395,1.796754,0.297425,1006.717773,0.698294,0.308994,2.434152,0.204077,0.415041,0.475474,3
1_g_56,21891,2262,0.26685,92.393242,0.053764,48.71579,1.613596,29.47884,0.82639,0.606234,64.884201,0.885582,72490,9225,0.302121,122.260132,0.010704,123.156929,103.723152,118.182236,1.772342,0.232776,989.781189,0.728641,0.217981,1.781102,0.179115,0.301986,0.245203,3
1_g_57,18940,2130,0.277986,98.623604,0.05246,64.932556,1.577685,34.304253,1.048283,0.478856,82.131889,0.846513,43580,4977,0.312475,117.854218,0.022109,94.594231,76.488823,90.415825,1.546401,0.350807,1020.610535,0.752602,0.303404,2.121514,0.379872,0.434603,0.427969,3
1_g_59,14704,2082,0.267511,98.129433,0.042627,68.923431,1.564056,28.850695,1.138885,0.43839,93.903473,0.826963,34169,5313,0.303976,117.258995,0.015211,103.926971,84.851845,99.087143,1.688098,0.293835,1007.758728,0.722182,0.33153,2.460993,0.799053,0.430332,0.391869,3
1_g_61,20014,2763,0.259252,101.338501,0.032944,88.220825,3.402952,38.897163,1.466489,0.312586,150.434143,0.775072,30509,2967,0.315544,96.416481,0.043551,52.071522,32.335129,48.428532,1.089161,0.572819,668.691284,0.816694,0.433119,3.212791,0.53012,0.656003,0.931244,3
